Trip_Type,Surroundings,Room_Type,Season,Duration_Days,Activity_To_Perform,Budget_INR,Destination
Cultural Trip,Backwaters,Hostel Dorm,Winter,3,Heritage Walk,72597,Kerala
Family Trip,Hills,Heritage Hotel,Autumn,6,Sightseeing,72597,Kerala
Cultural Trip,Mountains,Jungle Lodge,Autumn,8,Heritage Walk,72597,Himachal Pradesh
Backpacking Trip,City,Camping,Spring,10,Motorcycling,72597,Uttar Pradesh
Adventure Trip,Mountains,Ashram Accommodation,Autumn,6,White Water Rafting,72597,Jammu and Kashmir
Pilgrimage Trip,Mountains,Jungle Lodge,Monsoon,4,Religious visit,72597,Himachal Pradesh
Group Trip,French Colony,Ashram Accommodation,Autumn,6,Toy Train Ride,72597,Puducherry
Honeymoon Trip,Temples,Beachfront Villa,Summer,10,Honeymoon Cruise,72597,Madhya Pradesh
Pilgrimage Trip,Mountains,Luxury Hotel,Spring,9,Religious visit,72597,Himachal Pradesh
Honeymoon Trip,City,Houseboat,Winter,5,Ayurvedic Spa,72597,Uttar Pradesh
Adventure Trip,Mountains,Ashram Accommodation,Spring,2,Motorcycling,72597,Uttarakhand
Solo Trip,Temples,Camping,Summer,4,Scuba Diving,72597,Madhya Pradesh
Honeymoon Trip,City,Houseboat,Winter,10,Scuba Diving,72597,Uttar Pradesh
Pilgrimage Trip,City,Beachfront Villa,Monsoon,6,Religious visit,72597,Uttar Pradesh
Honeymoon Trip,Temples,Heritage Hotel,Winter,8,Honeymoon Cruise,72597,Madhya Pradesh
Cultural Trip,Hills,Hostel Dorm,Summer,6,Heritage Walk,72597,Kerala
Wildlife Trip,Temples,Homestay,Spring,8,Safari,72597,Madhya Pradesh
Cultural Trip,Beach,Hostel Dorm,Autumn,6,Heritage Walk,72597,Goa
Backpacking Trip,Temple Town,Hostel Dorm,Summer,6,Trekking,72597,Maharashtra
Honeymoon Trip,Forest,Heritage Hotel,Summer,6,Sightseeing,72597,Maharashtra
Adventure Trip,Religious Town,Jungle Lodge,Autumn,9,White Water Rafting,72597,Uttar Pradesh
Group Trip,Religious Town,Jungle Lodge,Autumn,2,Sightseeing,72597,Uttar Pradesh
Cultural Trip,Backwaters,Homestay,Winter,9,Temple hopping,72597,Kerala
Group Trip,Royal Palaces,Beachfront Villa,Spring,10,Toy Train Ride,72597,Rajasthan
Backpacking Trip,City,Beachfront Resort,Monsoon,2,Camping,72597,Uttar Pradesh
Pilgrimage Trip,Beach,Ashram Accommodation,Winter,2,Religious visit,72597,Goa
Wildlife Trip,Forest,Luxury Hotel,Monsoon,5,Safari,72597,Maharashtra
Backpacking Trip,Forest,Ashram Accommodation,Spring,4,Motorcycling,72597,Madhya Pradesh
Group Trip,Hills,Hostel Dorm,Summer,3,Sightseeing,72597,West Bengal
Backpacking Trip,Backwaters,Luxury Hotel,Summer,4,Heritage Walk,72597,Kerala
Solo Trip,Forest,Beachfront Resort,Spring,9,Trekking,72597,Maharashtra
Solo Trip,Mountains,Heritage Hotel,Winter,10,Skiing,72597,Himachal Pradesh
Cultural Trip,Mountains,Luxury Hotel,Winter,5,Heritage Walk,72597,Jammu and Kashmir
Backpacking Trip,Temple Town,Beachfront Resort,Winter,6,Camping,72597,Maharashtra
Pilgrimage Trip,City,Ashram Accommodation,Winter,7,Religious visit,72597,Uttar Pradesh
Cultural Trip,Mountains,Camping,Summer,8,Heritage Walk,72597,Himachal Pradesh
Backpacking Trip,Beach,Homestay,Monsoon,4,Trekking,72597,Andaman & Nicobar Islands
Backpacking Trip,Desert,Camping,Summer,9,Heritage Walk,72597,Ladakh
Cultural Trip,Religious Town,Beachfront Resort,Winter,3,Heritage Walk,72597,Uttar Pradesh
Adventure Trip,Backwaters,Hostel Dorm,Winter,4,White Water Rafting,72597,Kerala
Backpacking Trip,Beach,Jungle Lodge,Monsoon,2,Motorcycling,72597,Goa
Adventure Trip,Temple Town,Luxury Hotel,Autumn,7,Camping,72597,Maharashtra
Honeymoon Trip,Temples,Beachfront Villa,Spring,5,Ayurvedic Spa,72597,Madhya Pradesh
Family Trip,Religious Town,Beachfront Villa,Spring,6,Toy Train Ride,72597,Uttar Pradesh
Solo Trip,French Colony,Jungle Lodge,Spring,10,Skiing,72597,Puducherry
Cultural Trip,Religious Town,Luxury Hotel,Autumn,2,Heritage Walk,72597,Uttar Pradesh
Family Trip,Mountains,Beachfront Resort,Winter,8,Sightseeing,72597,Jammu and Kashmir
Group Trip,Mountains,Beachfront Villa,Summer,3,Toy Train Ride,72597,Himachal Pradesh
Family Trip,Hills,Beachfront Resort,Summer,8,Toy Train Ride,72597,Kerala
Romantic Getaway,Beach,Jungle Lodge,Autumn,4,Ayurvedic Spa,72597,Goa
Honeymoon Trip,Mountains,Homestay,Monsoon,8,Ayurvedic Spa,72597,Ladakh
Cultural Trip,Mountains,Jungle Lodge,Spring,9,Heritage Walk,72597,Uttarakhand
Backpacking Trip,Mountains,Luxury Hotel,Summer,6,Heritage Walk,72597,Himachal Pradesh
Honeymoon Trip,Royal Palaces,Homestay,Autumn,2,Sightseeing,72597,Rajasthan
Pilgrimage Trip,Temples,Houseboat,Spring,6,Religious visit,72597,Madhya Pradesh
Pilgrimage Trip,Religious Town,Beachfront Villa,Monsoon,7,Religious visit,72597,Uttar Pradesh
Group Trip,Mountains,Heritage Hotel,Winter,8,Toy Train Ride,72597,Jammu and Kashmir
Backpacking Trip,Beach,Camping,Summer,10,Motorcycling,72597,Goa
Backpacking Trip,Beach,Homestay,Autumn,4,Camping,72597,Andaman & Nicobar Islands
Backpacking Trip,Mountains,Homestay,Monsoon,5,Heritage Walk,72597,Himachal Pradesh
Cultural Trip,Temple Town,Beachfront Resort,Winter,6,Temple hopping,72597,Maharashtra
Backpacking Trip,Backwaters,Jungle Lodge,Summer,3,Motorcycling,72597,Kerala
Cultural Trip,Hills,Camping,Monsoon,10,Heritage Walk,72597,Kerala
Family Trip,Beach,Ashram Accommodation,Autumn,5,Sightseeing,72597,Goa
Family Trip,City,Homestay,Spring,3,Relaxation,72597,Uttar Pradesh
Solo Trip,French Colony,Jungle Lodge,Monsoon,9,Scuba Diving,72597,Puducherry
Wildlife Trip,French Colony,Luxury Hotel,Monsoon,5,Safari,72597,Puducherry
Adventure Trip,Forest,Hostel Dorm,Monsoon,4,White Water Rafting,72597,Madhya Pradesh
Family Trip,Backwaters,Heritage Hotel,Winter,5,Heritage Walk,72597,Kerala
Group Trip,Mountains,Camping,Summer,10,Toy Train Ride,72597,Jammu and Kashmir
Pilgrimage Trip,Beach,Ashram Accommodation,Spring,3,Religious visit,72597,Goa
Romantic Getaway,Forest,Houseboat,Winter,6,Scuba Diving,72597,Madhya Pradesh
Cultural Trip,Backwaters,Beachfront Resort,Monsoon,9,Heritage Walk,72597,Kerala
Cultural Trip,Mountains,Homestay,Spring,2,Heritage Walk,72597,Himachal Pradesh
Pilgrimage Trip,Hills,Ashram Accommodation,Monsoon,4,Religious visit,72597,West Bengal
Family Trip,French Colony,Luxury Hotel,Autumn,2,Heritage Walk,72597,Puducherry
Honeymoon Trip,Hills,Heritage Hotel,Summer,10,Relaxation,72597,West Bengal
Group Trip,Forest,Luxury Hotel,Monsoon,3,Temple hopping,72597,Maharashtra
Backpacking Trip,French Colony,Homestay,Spring,5,Camping,72597,Puducherry
Wildlife Trip,French Colony,Hostel Dorm,Spring,7,Safari,72597,Puducherry
Adventure Trip,Deserts,Camping,Winter,6,Scuba Diving,72597,Rajasthan
Family Trip,City,Camping,Summer,6,Ayurvedic Spa,72597,Uttar Pradesh
Pilgrimage Trip,Hills,Houseboat,Autumn,7,Religious visit,72597,Kerala
Pilgrimage Trip,French Colony,Houseboat,Monsoon,5,Religious visit,72597,Puducherry
Solo Trip,City,Jungle Lodge,Winter,8,Scuba Diving,72597,Uttar Pradesh
Wildlife Trip,Beach,Beachfront Villa,Monsoon,5,Safari,72597,Andaman & Nicobar Islands
Solo Trip,Islands,Hostel Dorm,Spring,3,Trekking,72597,Andaman & Nicobar Islands
Solo Trip,Religious Town,Homestay,Autumn,9,Motorcycling,72597,Uttar Pradesh
Pilgrimage Trip,Temples,Luxury Hotel,Summer,4,Religious visit,72597,Madhya Pradesh
Adventure Trip,Backwaters,Hostel Dorm,Summer,3,Motorcycling,72597,Kerala
Honeymoon Trip,Religious Town,Ashram Accommodation,Monsoon,3,Sightseeing,72597,Uttar Pradesh
Group Trip,Backwaters,Beachfront Resort,Monsoon,10,Sightseeing,72597,Kerala
Group Trip,Mountains,Beachfront Villa,Autumn,10,Toy Train Ride,72597,Uttarakhand
Wildlife Trip,Backwaters,Beachfront Resort,Winter,7,Safari,72597,Kerala
Solo Trip,Temple Town,Ashram Accommodation,Winter,8,Relaxation,72597,Maharashtra
Solo Trip,French Colony,Luxury Hotel,Winter,4,Trekking,72597,Puducherry
Solo Trip,Forest,Homestay,Winter,10,Scuba Diving,72597,Madhya Pradesh
Cultural Trip,Religious Town,Hostel Dorm,Monsoon,9,Temple hopping,72597,Uttar Pradesh
Honeymoon Trip,Temple Town,Beachfront Villa,Summer,5,Ayurvedic Spa,72597,Maharashtra
Backpacking Trip,Religious Town,Beachfront Resort,Monsoon,9,Motorcycling,72597,Uttar Pradesh
Cultural Trip,Desert,Camping,Monsoon,10,Heritage Walk,72597,Ladakh
Adventure Trip,Temple Town,Beachfront Villa,Winter,8,Camping,72597,Maharashtra
Backpacking Trip,Backwaters,Hostel Dorm,Monsoon,7,Trekking,72597,Kerala
Honeymoon Trip,Mountains,Jungle Lodge,Summer,8,Scuba Diving,72597,Himachal Pradesh
Adventure Trip,Temples,Homestay,Summer,4,Trekking,72597,Madhya Pradesh
Cultural Trip,Hills,Camping,Monsoon,4,Temple hopping,72597,Kerala
Solo Trip,Backwaters,Luxury Hotel,Winter,4,Trekking,72597,Kerala
Honeymoon Trip,French Colony,Houseboat,Autumn,2,Scuba Diving,72597,Puducherry
Group Trip,Backwaters,Luxury Hotel,Autumn,8,Toy Train Ride,72597,Kerala
Family Trip,Mountains,Homestay,Autumn,9,Ayurvedic Spa,72597,Himachal Pradesh
Adventure Trip,Deserts,Camping,Autumn,4,Trekking,72597,Rajasthan
Cultural Trip,Mountains,Camping,Summer,9,Heritage Walk,72597,Himachal Pradesh
Group Trip,Forest,Hostel Dorm,Spring,7,Relaxation,72597,Maharashtra
Wildlife Trip,Islands,Camping,Spring,2,Safari,72597,Andaman & Nicobar Islands
Backpacking Trip,Temples,Camping,Autumn,5,Camping,72597,Madhya Pradesh
Cultural Trip,Backwaters,Houseboat,Autumn,8,Heritage Walk,72597,Kerala
Cultural Trip,Mountains,Houseboat,Winter,8,Temple hopping,72597,Himachal Pradesh
Solo Trip,Deserts,Homestay,Monsoon,5,Skiing,72597,Rajasthan
Group Trip,Religious Town,Heritage Hotel,Monsoon,10,Relaxation,72597,Uttar Pradesh
Backpacking Trip,Forest,Ashram Accommodation,Spring,4,Motorcycling,72597,Madhya Pradesh
Cultural Trip,Beach,Hostel Dorm,Autumn,10,Heritage Walk,72597,Goa
Group Trip,Backwaters,Beachfront Resort,Autumn,10,Relaxation,72597,Kerala
Romantic Getaway,Temple Town,Heritage Hotel,Summer,5,Honeymoon Cruise,72597,Maharashtra
Pilgrimage Trip,Mountains,Luxury Hotel,Summer,5,Religious visit,72597,Himachal Pradesh
Honeymoon Trip,Temple Town,Camping,Autumn,3,Relaxation,72597,Maharashtra
Solo Trip,City,Homestay,Winter,5,Skiing,72597,Uttar Pradesh
Backpacking Trip,French Colony,Luxury Hotel,Summer,4,Trekking,72597,Puducherry
Solo Trip,Beach,Heritage Hotel,Summer,5,Skiing,72597,Goa
Group Trip,Temple Town,Camping,Spring,7,Toy Train Ride,72597,Maharashtra
Backpacking Trip,Backwaters,Heritage Hotel,Autumn,9,Motorcycling,72597,Kerala
Solo Trip,Religious Town,Heritage Hotel,Winter,4,Trekking,72597,Uttar Pradesh
Cultural Trip,City,Hostel Dorm,Winter,8,Temple hopping,72597,Uttar Pradesh
Backpacking Trip,Temple Town,Beachfront Resort,Spring,8,Motorcycling,72597,Maharashtra
Adventure Trip,Temple Town,Homestay,Winter,4,White Water Rafting,72597,Maharashtra
Cultural Trip,City,Camping,Autumn,2,Heritage Walk,72597,Uttar Pradesh
Adventure Trip,Mountains,Camping,Summer,10,Motorcycling,72597,Himachal Pradesh
Romantic Getaway,Backwaters,Ashram Accommodation,Autumn,10,Relaxation,72597,Kerala
Backpacking Trip,Backwaters,Houseboat,Autumn,8,Camping,72597,Kerala
Romantic Getaway,Forest,Houseboat,Winter,10,Scuba Diving,72597,Maharashtra
Adventure Trip,Backwaters,Beachfront Villa,Summer,4,Scuba Diving,72597,Kerala
Backpacking Trip,Backwaters,Luxury Hotel,Spring,2,Camping,72597,Kerala
Pilgrimage Trip,Royal Palaces,Camping,Spring,2,Religious visit,72597,Rajasthan
Family Trip,City,Beachfront Resort,Spring,9,Sightseeing,72597,Uttar Pradesh
Wildlife Trip,Forest,Beachfront Resort,Monsoon,4,Safari,72597,Madhya Pradesh
Adventure Trip,Hills,Houseboat,Monsoon,8,Camping,72597,Kerala
Pilgrimage Trip,Mountains,Hostel Dorm,Summer,4,Religious visit,72597,Ladakh
Wildlife Trip,Forest,Luxury Hotel,Summer,3,Safari,72597,Madhya Pradesh
Honeymoon Trip,Desert,Camping,Summer,5,Sightseeing,72597,Ladakh
Cultural Trip,Hills,Homestay,Winter,6,Heritage Walk,72597,Kerala
Family Trip,Forest,Camping,Spring,5,Sightseeing,72597,Maharashtra
Cultural Trip,Forest,Heritage Hotel,Autumn,10,Temple hopping,72597,Maharashtra
Adventure Trip,Mountains,Luxury Hotel,Summer,7,Trekking,72597,Uttarakhand
Honeymoon Trip,Hills,Jungle Lodge,Spring,6,Sightseeing,72597,West Bengal
Solo Trip,French Colony,Homestay,Monsoon,9,Skiing,72597,Puducherry
Adventure Trip,Mountains,Beachfront Villa,Spring,10,Motorcycling,72597,Himachal Pradesh
Solo Trip,Temples,Camping,Spring,2,Relaxation,72597,Madhya Pradesh
Group Trip,City,Beachfront Villa,Winter,3,Toy Train Ride,72597,Uttar Pradesh
Adventure Trip,Mountains,Camping,Winter,7,White Water Rafting,72597,Uttarakhand
Honeymoon Trip,Mountains,Camping,Winter,6,Honeymoon Cruise,72597,Himachal Pradesh
Adventure Trip,Hills,Beachfront Villa,Monsoon,6,Trekking,72597,West Bengal
Cultural Trip,Forest,Jungle Lodge,Spring,2,Heritage Walk,72597,Madhya Pradesh
Solo Trip,Mountains,Homestay,Winter,10,Scuba Diving,72597,Jammu and Kashmir
Solo Trip,Deserts,Camping,Autumn,10,Relaxation,72597,Rajasthan
Group Trip,Mountains,Houseboat,Monsoon,6,Temple hopping,72597,Jammu and Kashmir
Adventure Trip,Temple Town,Beachfront Resort,Monsoon,8,Trekking,72597,Maharashtra
Solo Trip,Beach,Houseboat,Spring,10,Motorcycling,72597,Goa
Honeymoon Trip,Temple Town,Luxury Hotel,Monsoon,5,Sightseeing,72597,Maharashtra
Backpacking Trip,Forest,Houseboat,Winter,5,Trekking,72597,Madhya Pradesh
Cultural Trip,Hills,Heritage Hotel,Summer,10,Heritage Walk,72597,Kerala
Adventure Trip,Forest,Hostel Dorm,Spring,3,Motorcycling,72597,Madhya Pradesh
Honeymoon Trip,Hills,Homestay,Summer,7,Sightseeing,72597,West Bengal
Honeymoon Trip,Backwaters,Homestay,Spring,9,Relaxation,72597,Kerala
Honeymoon Trip,Forest,Homestay,Autumn,4,Relaxation,72597,Maharashtra
Cultural Trip,Beach,Hostel Dorm,Winter,7,Temple hopping,72597,Goa
Pilgrimage Trip,Deserts,Heritage Hotel,Spring,10,Religious visit,72597,Rajasthan
Group Trip,Mountains,Camping,Monsoon,3,Toy Train Ride,72597,Himachal Pradesh
Honeymoon Trip,Hills,Houseboat,Winter,4,Honeymoon Cruise,72597,Kerala
Adventure Trip,Temple Town,Jungle Lodge,Monsoon,7,Camping,72597,Maharashtra
Cultural Trip,Temples,Luxury Hotel,Monsoon,3,Temple hopping,72597,Madhya Pradesh
Cultural Trip,Temple Town,Beachfront Resort,Winter,8,Heritage Walk,72597,Maharashtra
Romantic Getaway,Forest,Camping,Autumn,4,Honeymoon Cruise,72597,Maharashtra
Pilgrimage Trip,Backwaters,Ashram Accommodation,Autumn,2,Religious visit,72597,Kerala
Cultural Trip,French Colony,Jungle Lodge,Spring,6,Temple hopping,72597,Puducherry
Wildlife Trip,Temples,Ashram Accommodation,Winter,3,Safari,72597,Madhya Pradesh
Group Trip,Religious Town,Beachfront Resort,Autumn,2,Heritage Walk,72597,Uttar Pradesh
Honeymoon Trip,Backwaters,Ashram Accommodation,Spring,7,Honeymoon Cruise,72597,Kerala
Cultural Trip,Mountains,Homestay,Winter,3,Temple hopping,72597,Ladakh
Pilgrimage Trip,Backwaters,Camping,Winter,9,Religious visit,72597,Kerala
Wildlife Trip,Hills,Beachfront Resort,Autumn,6,Safari,72597,West Bengal
Solo Trip,Mountains,Jungle Lodge,Spring,4,Skiing,72597,Ladakh
Pilgrimage Trip,Backwaters,Ashram Accommodation,Summer,8,Religious visit,72597,Kerala
Backpacking Trip,Beach,Ashram Accommodation,Summer,5,Camping,72597,Goa
Honeymoon Trip,Forest,Beachfront Resort,Spring,9,Honeymoon Cruise,72597,Maharashtra
Pilgrimage Trip,Religious Town,Beachfront Resort,Spring,5,Religious visit,72597,Uttar Pradesh
Pilgrimage Trip,Mountains,Jungle Lodge,Summer,2,Religious visit,72597,Uttarakhand
Romantic Getaway,Mountains,Luxury Hotel,Monsoon,6,Honeymoon Cruise,72597,Uttarakhand
Wildlife Trip,Desert,Jungle Lodge,Autumn,8,Safari,72597,Ladakh
Solo Trip,Mountains,Houseboat,Monsoon,6,Scuba Diving,72597,Himachal Pradesh
Group Trip,Mountains,Beachfront Villa,Summer,9,Toy Train Ride,72597,Himachal Pradesh
Group Trip,Beach,Luxury Hotel,Spring,5,Relaxation,72597,Andaman & Nicobar Islands
Adventure Trip,Beach,Hostel Dorm,Summer,9,Scuba Diving,72597,Andaman & Nicobar Islands
Romantic Getaway,Beach,Heritage Hotel,Spring,3,Honeymoon Cruise,72597,Goa
Group Trip,Deserts,Homestay,Monsoon,3,Temple hopping,72597,Rajasthan
Pilgrimage Trip,City,Camping,Winter,4,Religious visit,72597,Uttar Pradesh
Romantic Getaway,Forest,Luxury Hotel,Monsoon,10,Honeymoon Cruise,72597,Maharashtra
Honeymoon Trip,Beach,Hostel Dorm,Summer,2,Scuba Diving,72597,Andaman & Nicobar Islands
Romantic Getaway,Mountains,Ashram Accommodation,Monsoon,10,Honeymoon Cruise,72597,Himachal Pradesh
Adventure Trip,Forest,Beachfront Villa,Summer,9,Motorcycling,72597,Maharashtra
Pilgrimage Trip,Religious Town,Camping,Summer,4,Religious visit,72597,Uttar Pradesh
Family Trip,Hills,Homestay,Spring,3,Relaxation,72597,West Bengal
Adventure Trip,Deserts,Jungle Lodge,Spring,10,Trekking,72597,Rajasthan
Pilgrimage Trip,Desert,Hostel Dorm,Monsoon,9,Religious visit,72597,Ladakh
Wildlife Trip,Mountains,Jungle Lodge,Summer,5,Safari,72597,Uttarakhand
Romantic Getaway,Backwaters,Ashram Accommodation,Summer,5,Ayurvedic Spa,72597,Kerala
Wildlife Trip,Beach,Houseboat,Monsoon,6,Safari,72597,Andaman & Nicobar Islands
Romantic Getaway,Royal Palaces,Luxury Hotel,Summer,5,Scuba Diving,72597,Rajasthan
Cultural Trip,Religious Town,Hostel Dorm,Summer,3,Heritage Walk,72597,Uttar Pradesh
Pilgrimage Trip,Beach,Heritage Hotel,Summer,8,Religious visit,72597,Goa
Honeymoon Trip,French Colony,Homestay,Monsoon,5,Relaxation,72597,Puducherry
Group Trip,Forest,Camping,Spring,6,Heritage Walk,72597,Madhya Pradesh
Honeymoon Trip,Temple Town,Heritage Hotel,Monsoon,9,Honeymoon Cruise,72597,Maharashtra
Pilgrimage Trip,Islands,Beachfront Resort,Spring,6,Religious visit,72597,Andaman & Nicobar Islands
Pilgrimage Trip,Hills,Hostel Dorm,Summer,4,Religious visit,72597,West Bengal
Wildlife Trip,Mountains,Hostel Dorm,Autumn,3,Safari,72597,Himachal Pradesh
Adventure Trip,Deserts,Beachfront Resort,Monsoon,4,Camping,72597,Rajasthan
Pilgrimage Trip,Backwaters,Beachfront Villa,Spring,4,Religious visit,72597,Kerala
Backpacking Trip,Deserts,Heritage Hotel,Spring,8,Camping,72597,Rajasthan
Solo Trip,Backwaters,Houseboat,Autumn,10,Scuba Diving,72597,Kerala
Pilgrimage Trip,Hills,Houseboat,Monsoon,6,Religious visit,72597,Kerala
Group Trip,Temple Town,Beachfront Resort,Autumn,5,Relaxation,72597,Maharashtra
Honeymoon Trip,Mountains,Beachfront Resort,Summer,7,Sightseeing,72597,Jammu and Kashmir
Pilgrimage Trip,Religious Town,Jungle Lodge,Spring,6,Religious visit,72597,Uttar Pradesh
Romantic Getaway,Backwaters,Luxury Hotel,Winter,5,Honeymoon Cruise,72597,Kerala
Adventure Trip,Hills,Beachfront Villa,Autumn,7,Trekking,72597,West Bengal
Backpacking Trip,City,Heritage Hotel,Spring,6,Heritage Walk,72597,Uttar Pradesh
Romantic Getaway,Temple Town,Jungle Lodge,Monsoon,8,Scuba Diving,72597,Maharashtra
Cultural Trip,Mountains,Luxury Hotel,Spring,9,Heritage Walk,72597,Jammu and Kashmir
Group Trip,Mountains,Camping,Summer,10,Toy Train Ride,72597,Himachal Pradesh
Family Trip,Religious Town,Houseboat,Summer,5,Relaxation,72597,Uttar Pradesh
Solo Trip,Deserts,Homestay,Winter,10,Skiing,72597,Rajasthan
Pilgrimage Trip,Mountains,Houseboat,Summer,3,Religious visit,72597,Jammu and Kashmir
Romantic Getaway,Mountains,Jungle Lodge,Autumn,7,Ayurvedic Spa,72597,Himachal Pradesh
Adventure Trip,Forest,Luxury Hotel,Summer,4,Trekking,72597,Maharashtra
Cultural Trip,Beach,Heritage Hotel,Summer,5,Temple hopping,72597,Andaman & Nicobar Islands
Solo Trip,Forest,Beachfront Villa,Summer,6,Skiing,72597,Madhya Pradesh
Honeymoon Trip,Hills,Homestay,Winter,3,Scuba Diving,72597,Kerala
Family Trip,Mountains,Heritage Hotel,Winter,3,Ayurvedic Spa,72597,Ladakh
Honeymoon Trip,Forest,Houseboat,Autumn,10,Sightseeing,72597,Madhya Pradesh
Pilgrimage Trip,Royal Palaces,Luxury Hotel,Summer,2,Religious visit,72597,Rajasthan
Adventure Trip,Mountains,Ashram Accommodation,Winter,5,Scuba Diving,72597,Himachal Pradesh
Romantic Getaway,Mountains,Beachfront Villa,Monsoon,5,Relaxation,72597,Himachal Pradesh
Romantic Getaway,Beach,Hostel Dorm,Autumn,7,Honeymoon Cruise,72597,Goa
Backpacking Trip,Backwaters,Houseboat,Autumn,2,Motorcycling,72597,Kerala
Honeymoon Trip,City,Luxury Hotel,Monsoon,5,Honeymoon Cruise,72597,Uttar Pradesh
Pilgrimage Trip,Temples,Heritage Hotel,Autumn,4,Religious visit,72597,Madhya Pradesh
Pilgrimage Trip,Temples,Luxury Hotel,Spring,7,Religious visit,72597,Madhya Pradesh
Adventure Trip,Backwaters,Beachfront Resort,Monsoon,5,Trekking,72597,Kerala
Adventure Trip,Forest,Homestay,Autumn,6,Scuba Diving,72597,Maharashtra
Cultural Trip,Temple Town,Jungle Lodge,Spring,7,Heritage Walk,72597,Maharashtra
Wildlife Trip,Mountains,Jungle Lodge,Winter,10,Safari,72597,Himachal Pradesh
Adventure Trip,Hills,Luxury Hotel,Spring,7,Scuba Diving,72597,West Bengal
Pilgrimage Trip,Beach,Hostel Dorm,Autumn,9,Religious visit,72597,Goa
Group Trip,Mountains,Homestay,Autumn,8,Toy Train Ride,72597,Himachal Pradesh
Romantic Getaway,Backwaters,Homestay,Autumn,3,Ayurvedic Spa,72597,Kerala
Backpacking Trip,Backwaters,Camping,Winter,7,Trekking,72597,Kerala
Romantic Getaway,Beach,Luxury Hotel,Autumn,6,Honeymoon Cruise,72597,Goa
Family Trip,Forest,Beachfront Resort,Spring,3,Relaxation,72597,Madhya Pradesh
Wildlife Trip,Hills,Ashram Accommodation,Winter,6,Safari,72597,Kerala
Solo Trip,Mountains,Beachfront Villa,Spring,8,Relaxation,72597,Uttarakhand
Cultural Trip,Temples,Luxury Hotel,Summer,4,Heritage Walk,72597,Madhya Pradesh
Family Trip,Mountains,Ashram Accommodation,Winter,4,Ayurvedic Spa,72597,Uttarakhand
Honeymoon Trip,Hills,Luxury Hotel,Winter,4,Ayurvedic Spa,72597,West Bengal
Pilgrimage Trip,Temples,Beachfront Resort,Autumn,3,Religious visit,72597,Madhya Pradesh
Group Trip,Hills,Hostel Dorm,Winter,6,Relaxation,72597,Kerala
Family Trip,Mountains,Hostel Dorm,Monsoon,5,Relaxation,72597,Himachal Pradesh
Honeymoon Trip,Mountains,Houseboat,Monsoon,9,Sightseeing,72597,Ladakh
Cultural Trip,City,Camping,Monsoon,4,Temple hopping,72597,Uttar Pradesh
Adventure Trip,Desert,Luxury Hotel,Monsoon,3,Trekking,72597,Ladakh
Cultural Trip,City,Luxury Hotel,Spring,7,Temple hopping,72597,Uttar Pradesh
Group Trip,Mountains,Luxury Hotel,Spring,2,Relaxation,72597,Jammu and Kashmir
Solo Trip,French Colony,Luxury Hotel,Winter,7,Trekking,72597,Puducherry
Romantic Getaway,Backwaters,Camping,Autumn,4,Relaxation,72597,Kerala
Honeymoon Trip,Backwaters,Jungle Lodge,Autumn,2,Ayurvedic Spa,72597,Kerala
Adventure Trip,Backwaters,Beachfront Villa,Monsoon,5,White Water Rafting,72597,Kerala
Cultural Trip,Backwaters,Homestay,Winter,3,Temple hopping,72597,Kerala
Adventure Trip,Religious Town,Hostel Dorm,Spring,9,White Water Rafting,72597,Uttar Pradesh
Romantic Getaway,Royal Palaces,Beachfront Resort,Summer,6,Relaxation,72597,Rajasthan
Family Trip,Forest,Beachfront Villa,Summer,2,Heritage Walk,72597,Maharashtra
Pilgrimage Trip,Hills,Camping,Winter,9,Religious visit,72597,West Bengal
Wildlife Trip,Mountains,Heritage Hotel,Autumn,8,Safari,72597,Himachal Pradesh
Solo Trip,Beach,Jungle Lodge,Winter,9,Motorcycling,72597,Goa
Wildlife Trip,French Colony,Jungle Lodge,Summer,3,Safari,72597,Puducherry
Family Trip,Mountains,Luxury Hotel,Summer,7,Heritage Walk,72597,Himachal Pradesh
Backpacking Trip,Hills,Hostel Dorm,Summer,2,Camping,72597,West Bengal
Cultural Trip,Backwaters,Homestay,Monsoon,6,Temple hopping,72597,Kerala
Solo Trip,Forest,Camping,Summer,10,Skiing,72597,Maharashtra
Solo Trip,Mountains,Homestay,Monsoon,4,Trekking,72597,Jammu and Kashmir
Wildlife Trip,Beach,Hostel Dorm,Winter,7,Safari,72597,Goa
Group Trip,Religious Town,Beachfront Villa,Autumn,8,Temple hopping,72597,Uttar Pradesh
Romantic Getaway,Hills,Beachfront Villa,Spring,9,Scuba Diving,72597,Kerala
Romantic Getaway,Mountains,Heritage Hotel,Winter,8,Relaxation,72597,Himachal Pradesh
Wildlife Trip,Mountains,Jungle Lodge,Monsoon,6,Safari,72597,Himachal Pradesh
Backpacking Trip,Forest,Ashram Accommodation,Summer,9,Camping,72597,Maharashtra
Pilgrimage Trip,Hills,Beachfront Resort,Monsoon,3,Religious visit,72597,West Bengal
Family Trip,Backwaters,Beachfront Villa,Autumn,2,Toy Train Ride,72597,Kerala
Honeymoon Trip,Mountains,Houseboat,Monsoon,2,Ayurvedic Spa,72597,Jammu and Kashmir
Honeymoon Trip,Hills,Beachfront Resort,Spring,10,Sightseeing,72597,Kerala
Pilgrimage Trip,Religious Town,Jungle Lodge,Summer,6,Religious visit,72597,Uttar Pradesh
